28/10/2018,Crystal Palace,Arsenal,2,2,D,M Atkinson
28/10/2018,Man United,Everton,2,1,H,J Moss
29/10/2018,Tottenham,Man City,0,1,A,K Friend
03/11/2018,Arsenal,Liverpool,1,1,D,A Marriner
03/11/2018,Bournemouth,Man United,1,2,A,P Tierney
03/11/2018,Cardiff,Leicester,0,1,A,L Probert
03/11/2018,Everton,Brighton,3,1,H,D Coote
03/11/2018,Newcastle,Watford,1,0,H,C Pawson
03/11/2018,West Ham,Burnley,4,2,H,R East
03/11/2018,Wolves,Tottenham,2,3,A,M Dean
04/11/2018,Chelsea,Crystal Palace,3,1,H,M Oliver
04/11/2018,Man City,Southampton,6,1,H,L Mason
05/11/2018,Huddersfield,Fulham,1,0,H,A Taylor
10/11/2018,Cardiff,Brighton,2,1,H,M Atkinson
10/11/2018,Crystal Palace,Tottenham,0,1,A,J Moss
10/11/2018,Huddersfield,West Ham,1,1,D,C Kavanagh
10/11/2018,Leicester,Burnley,0,0,D,M Dean
10/11/2018,Newcastle,Bournemouth,2,1,H,L Probert
10/11/2018,Southampton,Watford,1,1,D,S Hooper
11/11/2018,Arsenal,Wolves,1,1,D,S Attwell
11/11/2018,Chelsea,Everton,0,0,D,K Friend
11/11/2018,Liverpool,Fulham,2,0,H,P Tierney
11/11/2018,Man City,Man United,3,1,H,A Taylor
24/11/2018,Brighton,Leicester,1,1,D,C Kavanagh
24/11/2018,Everton,Cardiff,1,0,H,P Tierney
24/11/2018,Fulham,Southampton,3,2,H,M Oliver
24/11/2018,Man United,Crystal Palace,0,0,D,L Mason
24/11/2018,Tottenham,Chelsea,3,1,H,M Atkinson
24/11/2018,Watford,Liverpool,0,3,A,J Moss
24/11/2018,West Ham,Man City,0,4,A,A Marriner
25/11/2018,Bournemouth,Arsenal,1,2,A,C Pawson
25/11/2018,Wolves,Huddersfield,0,2,A,K Friend
26/11/2018,Burnley,Newcastle,1,2,A,A Taylor
30/11/2018,Cardiff,Wolves,2,1,H,A Marriner
01/12/2018,Crystal Palace,Burnley,2,0,H,L Probert
01/12/2018,Huddersfield,Brighton,1,2,A,M Oliver
01/12/2018,Leicester,Watford,2,0,H,G Scott
01/12/2018,Man City,Bournemouth,3,1,H,S Attwell
01/12/2018,Newcastle,West Ham,0,3,A,P Tierney
01/12/2018,Southampton,Man United,2,2,D,K Friend
02/12/2018,Arsenal,Tottenham,4,2,H,M Dean
02/12/2018,Chelsea,Fulham,2,0,H,C Pawson
02/12/2018,Liverpool,Everton,1,0,H,C Kavanagh
04/12/2018,Bournemouth,Huddersfield,2,1,H,R East
04/12/2018,Brighton,Crystal Palace,3,1,H,K Friend
04/12/2018,Watford,Man City,1,2,A,P Tierney
04/12/2018,West Ham,Cardiff,3,1,H,G Scott
05/12/2018,Burnley,Liverpool,1,3,A,S Attwell
05/12/2018,Everton,Newcastle,1,1,D,L Mason
05/12/2018,Fulham,Leicester,1,1,D,D Coote
05/12/2018,Man United,Arsenal,2,2,D,A Marriner
05/12/2018,Tottenham,Southampton,3,1,H,A Taylor
05/12/2018,Wolves,Chelsea,2,1,H,J Moss
08/12/2018,Arsenal,Huddersfield,1,0,H,P Tierney
08/12/2018,Bournemouth,Liverpool,0,4,A,L Mason
08/12/2018,Burnley,Brighton,1,0,H,M Atkinson
08/12/2018,Cardiff,Southampton,1,0,H,J Moss
08/12/2018,Chelsea,Man City,2,0,H,M Oliver
08/12/2018,Leicester,Tottenham,0,2,A,C Pawson
08/12/2018,Man United,Fulham,4,1,H,L Probert
08/12/2018,West Ham,Crystal Palace,3,2,H,A Taylor
09/12/2018,Newcastle,Wolves,1,2,A,M Dean
10/12/2018,Everton,Watford,2,2,D,K Friend
15/12/2018,Crystal Palace,Leicester,1,0,H,M Oliver
15/12/2018,Fulham,West Ham,0,2,A,M Dean
15/12/2018,Huddersfield,Newcastle,0,1,A,A Taylor
15/12/2018,Man City,Everton,3,1,H,C Pawson
15/12/2018,Tottenham,Burnley,1,0,H,G Scott
15/12/2018,Watford,Cardiff,3,2,H,A Madley
15/12/2018,Wolves,Bournemouth,2,0,H,S Hooper
16/12/2018,Brighton,Chelsea,1,2,A,S Attwell
16/12/2018,Liverpool,Man United,3,1,H,M Atkinson
16/12/2018,Southampton,Arsenal,3,2,H,C Kavanagh
21/12/2018,Wolves,Liverpool,0,2,A,C Pawson
22/12/2018,Arsenal,Burnley,3,1,H,K Friend
22/12/2018,Bournemouth,Brighton,2,0,H,M Dean
22/12/2018,Cardiff,Man United,1,5,A,M Oliver
22/12/2018,Chelsea,Leicester,0,1,A,L Probert
22/12/2018,Huddersfield,Southampton,1,3,A,S Attwell
22/12/2018,Man City,Crystal Palace,2,3,A,A Marriner
22/12/2018,Newcastle,Fulham,0,0,D,M Atkinson
22/12/2018,West Ham,Watford,0,2,A,L Mason
23/12/2018,Everton,Tottenham,2,6,A,P Tierney
26/12/2018,Brighton,Arsenal,1,1,D,A Taylor
26/12/2018,Burnley,Everton,1,5,A,M Oliver
26/12/2018,Crystal Palace,Cardiff,0,0,D,L Probert
26/12/2018,Fulham,Wolves,1,1,D,A Marriner
26/12/2018,Leicester,Man City,2,1,H,M Dean
26/12/2018,Liverpool,Newcastle,4,0,H,G Scott
26/12/2018,Man United,Huddersfield,3,1,H,J Moss
26/12/2018,Tottenham,Bournemouth,5,0,H,C Kavanagh
26/12/2018,Watford,Chelsea,1,2,A,M Atkinson
27/12/2018,Southampton,West Ham,1,2,A,C Pawson
29/12/2018,Brighton,Everton,1,0,H,A Madley
29/12/2018,Fulham,Huddersfield,1,0,H,K Friend
29/12/2018,Leicester,Cardiff,0,1,A,S Hooper
29/12/2018,Liverpool,Arsenal,5,1,H,M Oliver
29/12/2018,Tottenham,Wolves,1,3,A,S Attwell
29/12/2018,Watford,Newcastle,1,1,D,R East
30/12/2018,Burnley,West Ham,2,0,H,D Coote
30/12/2018,Crystal Palace,Chelsea,0,1,A,C Pawson
30/12/2018,Man United,Bournemouth,4,1,H,L Mason
30/12/2018,Southampton,Man City,1,3,A,P Tierney
01/01/2019,Arsenal,Fulham,4,1,H,G Scott
01/01/2019,Cardiff,Tottenham,0,3,A,K Friend
01/01/2019,Everton,Leicester,0,1,A,M Atkinson
02/01/2019,Bournemouth,Watford,3,3,D,D Coote
02/01/2019,Chelsea,Southampton,0,0,D,J Moss
02/01/2019,Huddersfield,Burnley,1,2,A,M Dean
02/01/2019,Newcastle,Man United,0,2,A,A Marriner
02/01/2019,West Ham,Brighton,2,2,D,C Kavanagh
02/01/2019,Wolves,Crystal Palace,0,2,A,R East
03/01/2019,Man City,Liverpool,2,1,H,A Taylor
12/01/2019,Brighton,Liverpool,0,1,A,K Friend
12/01/2019,Burnley,Fulham,2,1,H,M Atkinson
12/01/2019,Cardiff,Huddersfield,0,0,D,L Mason
12/01/2019,Chelsea,Newcastle,2,1,H,C Kavanagh
12/01/2019,Crystal Palace,Watford,1,2,A,P Tierney
12/01/2019,Leicester,Southampton,1,2,A,M Oliver
12/01/2019,West Ham,Arsenal,1,0,H,J Moss
13/01/2019,Everton,Bournemouth,2,0,H,A Taylor
13/01/2019,Tottenham,Man United,0,1,A,M Dean
14/01/2019,Man City,Wolves,3,0,H,C Pawson
19/01/2019,Arsenal,Chelsea,2,0,H,A Taylor
19/01/2019,Bournemouth,West Ham,2,0,H,S Hooper
19/01/2019,Liverpool,Crystal Palace,4,3,H,J Moss
19/01/2019,Man United,Brighton,2,1,H,P Tierney
19/01/2019,Newcastle,Cardiff,3,0,H,S Attwell
19/01/2019,Southampton,Everton,2,1,H,G Scott
19/01/2019,Watford,Burnley,0,0,D,M Oliver
19/01/2019,Wolves,Leicester,4,3,H,C Kavanagh
20/01/2019,Fulham,Tottenham,1,2,A,C Pawson
20/01/2019,Huddersfield,Man City,0,3,A,A Marriner
29/01/2019,Arsenal,Cardiff,2,1,H,M Dean
29/01/2019,Fulham,Brighton,4,2,H,L Probert
29/01/2019,Huddersfield,Everton,0,1,A,S Attwell
29/01/2019,Man United,Burnley,2,2,D,J Moss
29/01/2019,Newcastle,Man City,2,1,H,P Tierney
29/01/2019,Wolves,West Ham,3,0,H,D Coote
30/01/2019,Bournemouth,Chelsea,4,0,H,R East
30/01/2019,Liverpool,Leicester,1,1,D,M Atkinson
30/01/2019,Southampton,Crystal Palace,1,1,D,A Marriner
30/01/2019,Tottenham,Watford,2,1,H,G Scott
02/02/2019,Brighton,Watford,0,0,D,S Hooper
02/02/2019,Burnley,Southampton,1,1,D,A Taylor
02/02/2019,Cardiff,Bournemouth,2,0,H,J Moss
02/02/2019,Chelsea,Huddersfield,5,0,H,P Tierney
02/02/2019,Crystal Palace,Fulham,2,0,H,M Oliver
02/02/2019,Everton,Wolves,1,3,A,L Mason
02/02/2019,Tottenham,Newcastle,1,0,H,A Marriner
03/02/2019,Leicester,Man United,0,1,A,M Dean
03/02/2019,Man City,Arsenal,3,1,H,M Atkinson
04/02/2019,West Ham,Liverpool,1,1,D,K Friend
06/02/2019,Everton,Man City,0,2,A,C Pawson
09/02/2019,Brighton,Burnley,1,3,A,S Attwell
09/02/2019,Crystal Palace,West Ham,1,1,D,C Pawson
09/02/2019,Fulham,Man United,0,3,A,P Tierney
09/02/2019,Huddersfield,Arsenal,1,2,A,J Moss
09/02/2019,Liverpool,Bournemouth,3,0,H,A Taylor
09/02/2019,Southampton,Cardiff,1,2,A,M Atkinson
09/02/2019,Watford,Everton,1,0,H,L Probert
10/02/2019,Man City,Chelsea,6,0,H,M Dean
10/02/2019,Tottenham,Leicester,3,1,H,M Oliver
11/02/2019,Wolves,Newcastle,1,1,D,G Scott
22/02/2019,Cardiff,Watford,1,5,A,S Hooper
22/02/2019,West Ham,Fulham,3,1,H,L Mason
23/02/2019,Bournemouth,Wolves,1,1,D,R East
23/02/2019,Burnley,Tottenham,2,1,H,M Dean
23/02/2019,Leicester,Crystal Palace,1,4,A,A Taylor
23/02/2019,Newcastle,Huddersfield,2,0,H,K Friend
24/02/2019,Arsenal,Southampton,2,0,H,G Scott
24/02/2019,Man United,Liverpool,0,0,D,M Oliver
26/02/2019,Cardiff,Everton,0,3,A,K Friend
26/02/2019,Huddersfield,Wolves,1,0,H,D Coote
26/02/2019,Leicester,Brighton,2,1,H,L Probert
26/02/2019,Newcastle,Burnley,2,0,H,C Pawson
27/02/2019,Arsenal,Bournemouth,5,1,H,C Kavanagh
27/02/2019,Chelsea,Tottenham,2,0,H,A Marriner
27/02/2019,Crystal Palace,Man United,1,3,A,M Atkinson
27/02/2019,Liverpool,Watford,5,0,H,G Scott
27/02/2019,Man City,West Ham,1,0,H,S Attwell
27/02/2019,Southampton,Fulham,2,0,H,A Taylor
02/03/2019,Bournemouth,Man City,0,1,A,K Friend
02/03/2019,Brighton,Huddersfield,1,0,H,M Dean
02/03/2019,Burnley,Crystal Palace,1,3,A,L Probert
02/03/2019,Man United,Southampton,3,2,H,S Attwell
02/03/2019,Tottenham,Arsenal,1,1,D,A Taylor
02/03/2019,West Ham,Newcastle,2,0,H,C Kavanagh
02/03/2019,Wolves,Cardiff,2,0,H,A Marriner
03/03/2019,Everton,Liverpool,0,0,D,M Atkinson
03/03/2019,Fulham,Chelsea,1,2,A,G Scott
03/03/2019,Watford,Leicester,2,1,H,J Moss
09/03/2019,Cardiff,West Ham,2,0,H,G Scott
09/03/2019,Crystal Palace,Brighton,1,2,A,C Pawson
09/03/2019,Huddersfield,Bournemouth,0,2,A,A Taylor
09/03/2019,Leicester,Fulham,3,1,H,D Coote
09/03/2019,Man City,Watford,3,1,H,P Tierney
09/03/2019,Newcastle,Everton,3,2,H,L Mason
09/03/2019,Southampton,Tottenham,2,1,H,K Friend
10/03/2019,Arsenal,Man United,2,0,H,J Moss
10/03/2019,Chelsea,Wolves,1,1,D,M Oliver
10/03/2019,Liverpool,Burnley,4,2,H,A Marriner
16/03/2019,Bournemouth,Newcastle,2,2,D,M Dean
16/03/2019,Burnley,Leicester,1,2,A,M Oliver
16/03/2019,West Ham,Huddersfield,4,3,H,J Moss
17/03/2019,Everton,Chelsea,2,0,H,A Taylor
17/03/2019,Fulham,Liverpool,1,2,A,C Pawson
30/03/2019,Brighton,Southampton,0,1,A,M Oliver
30/03/2019,Burnley,Wolves,2,0,H,C Kavanagh
30/03/2019,Crystal Palace,Huddersfield,2,0,H,L Probert
30/03/2019,Fulham,Man City,0,2,A,K Friend
30/03/2019,Leicester,Bournemouth,2,0,H,L Mason
30/03/2019,Man United,Watford,2,1,H,S Attwell
30/03/2019,West Ham,Everton,0,2,A,P Tierney
31/03/2019,Cardiff,Chelsea,1,2,A,C Pawson
31/03/2019,Liverpool,Tottenham,2,1,H,M Atkinson
01/04/2019,Arsenal,Newcastle,2,0,H,A Taylor
02/04/2019,Watford,Fulham,4,1,H,R East
02/04/2019,Wolves,Man United,2,1,H,M Dean
03/04/2019,Chelsea,Brighton,3,0,H,G Scott
03/04/2019,Man City,Cardiff,2,0,H,J Moss
03/04/2019,Tottenham,Crystal Palace,2,0,H,A Marriner
05/04/2019,Southampton,Liverpool,1,3,A,P Tierney
06/04/2019,Bournemouth,Burnley,1,3,A,M Atkinson
06/04/2019,Huddersfield,Leicester,1,4,A,D Coote
06/04/2019,Newcastle,Crystal Palace,0,1,A,S Attwell
07/04/2019,Everton,Arsenal,1,0,H,K Friend
